,data,id_cliente,propriedade,produtor,insumos,valor_venda
5465,2021-05-09,749,9522.0,Grãos - MAPITOBA,Fertilizantes,3673500.0
5466,2021-05-09,784,5884.8,Cana,Fertilizantes,762888.0
5467,2021-05-09,936,393.12,Grãos - MAPITOBA,Defensivo,105964.75
5468,2021-05-09,999,1051.2,Grãos - MAPITOBA,Fertilizantes,298800.0
5469,2021-05-09,1008,10070.4,Cana,Defensivo,85564.42
5470,2021-05-09,1030,11023.2,Cana,Fertilizantes,986696.0
5471,2021-05-09,1190,888.48,Grãos - MAPITOBA,Sementes,68722.5
5472,2021-05-09,1192,2391.84,Grãos - Cerrado,Defensivo,31488.69
5473,2021-05-09,1204,38.4,Café,Defensivo,1608.7
5474,2021-05-09,1288,60.0,Café,Fertilizantes,34200.0
5475,2021-05-09,1351,9690.0,Cana,Defensivo,1192459.81
5476,2021-05-09,1394,685.15,Grãos - MAPITOBA,Fertilizantes,117120.0
5477,2021-05-09,1403,2445.12,Grãos - Cerrado,Sementes,340452.0
5478,2021-05-09,1409,240.48,Grãos - MAPITOBA,Sementes,38304.0
5479,2021-05-09,1662,1553.76,Grãos - Cerrado,Sementes,41563.0
5480,2021-05-09,1746,8997.6,Grãos - Cerrado,Fertilizantes,1874610.0
5481,2021-05-09,1761,694.98,Grãos - MAPITOBA,Defensivo,163022.85
5482,2021-05-09,1774,111.6,Café,Defensivo,19496.42
5483,2021-05-09,1837,1807.2,Café,Defensivo,51024.25
5484,2021-05-09,1875,12.0,HF,Defensivo,9159.19
5485,2021-05-09,1917,28.8,Café,Defensivo,1513.45
5486,2021-05-09,1956,109.2,Grãos - Sul,Defensivo,18471.28
5487,2021-05-09,2027,560.16,Grãos - MAPITOBA,Defensivo,12851.68
5488,2021-05-09,2037,341.28,Grãos - MAPITOBA,Defensivo,79770.77
5489,2021-05-09,2076,495.6,Grãos - MAPITOBA,Defensivo,65135.67
5490,2021-05-09,2085,529.2,Grãos - MAPITOBA,Fertilizantes,172430.0
5491,2021-05-09,2186,1249.92,Grãos - MAPITOBA,Fertilizantes,142020.0
5492,2021-05-09,2216,10.8,HF,Defensivo,3934.72
5493,2021-05-09,2256,13.2,HF,Defensivo,7432.25
5494,2021-05-09,2271,889.92,Grãos - MAPITOBA,Defensivo,159744.28
5495,2021-05-09,2313,2754.72,Grãos - MAPITOBA,Fertilizantes,747770.0
5496,2021-05-09,2313,2754.72,Grãos - MAPITOBA,Defensivo,440707.8
5497,2021-05-09,2362,936.0,Grãos - Cerrado,Fertilizantes,254130.0
5498,2021-05-09,2432,3892.8,Cana,Fertilizantes,120160.0
5499,2021-05-09,2450,4770.0,Cana,Defensivo,616274.49
5500,2021-05-09,2644,540.0,Grãos - MAPITOBA,Fertilizantes,12270.0
5501,2021-05-09,2644,540.0,Grãos - MAPITOBA,Defensivo,75476.49
5502,2021-05-09,2673,216.0,Grãos - MAPITOBA,Defensivo,23924.68
5503,2021-05-09,2786,2716.8,Grãos - MAPITOBA,Sementes,171563.07
5504,2021-05-09,2791,6843.6,Grãos - MAPITOBA,Sementes,1737449.0
5505,2021-05-09,3113,7695.6,Algodão,Sementes,313526.4
5506,2021-05-09,3264,266.4,Café,Defensivo,4986.92
5507,2021-05-09,3309,2802.0,Café,Defensivo,95708.53
5508,2021-05-09,3347,16275.6,Grãos - Cerrado,Defensivo,3985405.43
5509,2021-05-09,3424,1310.4,Grãos - MAPITOBA,Defensivo,11919.44
5510,2021-05-09,3452,683.75,Grãos - MAPITOBA,Defensivo,94414.46
5511,2021-05-09,3475,246.24,Café,Defensivo,6051.17
5512,2021-05-09,3477,907.2,Café,Fertilizantes,243868.8
5513,2021-05-09,3486,1293.12,Grãos - Cerrado,Defensivo,193309.48
5514,2021-05-09,3493,16252.8,Grãos - MAPITOBA,Sementes,2501929.5
5515,2021-05-09,3493,16252.8,Grãos - MAPITOBA,Defensivo,4606443.35
5516,2021-05-09,3504,19262.4,Grãos - Cerrado,Fertilizantes,594520.0
5517,2021-05-09,3517,335.52,Café,Defensivo,32345.26
5518,2021-05-09,3526,273.6,Grãos - MAPITOBA,Defensivo,19044.63
5519,2021-05-09,3537,158.4,HF,Defensivo,4924.11
5520,2021-05-09,3585,358.56,Grãos - MAPITOBA,Fertilizantes,83620.0
5521,2021-05-09,3675,68.4,Café,Defensivo,8351.42
5522,2021-05-09,3891,9622.8,Cana,Fertilizantes,1366200.0
5523,2021-05-09,3892,537.12,Grãos - MAPITOBA,Defensivo,109923.54
5524,2021-05-09,3916,68.4,Café,Defensivo,13242.12
5525,2021-05-09,4108,250.56,Café,Defensivo,81887.31
5526,2021-05-09,4116,546.0,Grãos - MAPITOBA,Defensivo,139441.9
5527,2021-05-09,4159,344.16,Grãos - Sul,Fertilizantes,52731.0
5528,2021-05-09,4223,2404.8,Algodão,Defensivo,96490.48
5529,2021-05-09,4299,2581.2,Algodão,Defensivo,422267.13
5530,2021-05-09,4307,299.52,Grãos - MAPITOBA,Fertilizantes,79380.0
5531,2021-05-09,4487,298.08,Café,Defensivo,3041.98
5532,2021-05-09,4495,208.8,Grãos - MAPITOBA,Defensivo,38646.86
5533,2021-05-09,4677,336.96,Grãos - MAPITOBA,Fertilizantes,17040.0
5534,2021-05-09,4722,79.2,Café,Defensivo,5870.63
5535,2021-05-09,4726,518.4,Grãos - MAPITOBA,Defensivo,144865.27
5536,2021-05-09,4760,110.4,Café,Defensivo,5307.64
5537,2021-05-09,4771,570.0,Grãos - MAPITOBA,Sementes,107352.0
5538,2021-05-09,4844,398.88,Grãos - MAPITOBA,Sementes,25431.15
5539,2021-05-09,4885,544.8,Grãos - MAPITOBA,Fertilizantes,90800.0
5540,2021-05-09,4901,888.48,Grãos - MAPITOBA,Sementes,58905.0
5541,2021-05-09,4947,283.68,Grãos - MAPITOBA,Fertilizantes,17900.0
5542,2021-05-09,4997,18086.4,Grãos - Cerrado,Fertilizantes,2372520.0
5543,2021-05-10,9,572.4,Grãos - MAPITOBA,Sementes,24304.0
5544,2021-05-10,19,5632.8,Cana,Defensivo,189319.97
5545,2021-05-10,33,9.6,HF,Defensivo,7284.26
5546,2021-05-10,86,567.6,Grãos - MAPITOBA,Fertilizantes,165550.0
5547,2021-05-10,230,14709.6,Cana,Fertilizantes,499400.0
5548,2021-05-10,318,253.44,Grãos - MAPITOBA,Fertilizantes,70400.0
5549,2021-05-10,346,8.4,HF,Defensivo,1218.28
5550,2021-05-10,374,9184.8,Cana,Fertilizantes,1389052.0
5551,2021-05-10,502,49.2,Café,Defensivo,36202.26
5552,2021-05-10,572,2727.6,Grãos - MAPITOBA,Defensivo,582548.47
5553,2021-05-10,592,2835.6,Grãos - Cerrado,Fertilizantes,1063350.0
5554,2021-05-10,602,473.76,Grãos - MAPITOBA,Sementes,94185.0
5555,2021-05-10,620,2934.0,Grãos - MAPITOBA,Defensivo,1024108.14
5556,2021-05-10,681,1236.96,Grãos - Cerrado,Fertilizantes,124960.0
5557,2021-05-10,708,531.6,Grãos - MAPITOBA,Fertilizantes,116870.0
5558,2021-05-10,735,5125.2,Cana,Defensivo,292157.36
5559,2021-05-10,827,18518.4,Grãos - Cerrado,Defensivo,2696640.12
5560,2021-05-10,864,177.12,Café,Fertilizantes,30643.2
5561,2021-05-10,960,15022.8,Cana,Fertilizantes,417312.0
5562,2021-05-10,995,513.6,Grãos - MAPITOBA,Defensivo,48348.26
5563,2021-05-10,1159,536.4,Grãos - MAPITOBA,Fertilizantes,174580.0
5564,2021-05-10,1192,2391.84,Grãos - Cerrado,Fertilizantes,105700.0
5565,2021-05-10,1222,361.44,Grãos - MAPITOBA,Defensivo,89221.21
5566,2021-05-10,1384,20665.2,Cana,Fertilizantes,2040960.0
5567,2021-05-10,1393,10170.0,Cana,Defensivo,177103.18
5568,2021-05-10,1435,18.0,HF,Defensivo,14347.84
5569,2021-05-10,1498,17473.2,Grãos - Cerrado,Defensivo,4394181.36
5570,2021-05-10,2046,254.88,Grãos - MAPITOBA,Defensivo,11193.0
5571,2021-05-10,2068,2946.0,Grãos - MAPITOBA,Fertilizantes,245500.0
5572,2021-05-10,2093,17571.6,Grãos - MAPITOBA,Defensivo,2756974.95
5573,2021-05-10,2186,1249.92,Grãos - MAPITOBA,Defensivo,136575.19
5574,2021-05-10,2258,7620.0,Algodão,Fertilizantes,5003880.0
5575,2021-05-10,2301,16825.2,Cana,Fertilizantes,1298200.0
5576,2021-05-10,2327,226.08,Grãos - MAPITOBA,Fertilizantes,25740.0
5577,2021-05-10,2349,410.4,Grãos - MAPITOBA,Defensivo,87315.1
5578,2021-05-10,2387,236.16,Grãos - MAPITOBA,Defensivo,35795.85
5579,2021-05-10,2560,518.4,Grãos - MAPITOBA,Defensivo,69141.15
5580,2021-05-10,2580,479.52,Grãos - MAPITOBA,Fertilizantes,36360.0
5581,2021-05-10,2803,548.64,Grãos - MAPITOBA,Defensivo,117943.28
5582,2021-05-10,2823,2635.2,Grãos - MAPITOBA,Fertilizantes,83200.0
5583,2021-05-10,2854,2810.4,Grãos - MAPITOBA,Defensivo,604322.51
5584,2021-05-10,2959,34.8,Café,Defensivo,2341.1
5585,2021-05-10,2964,24968.4,Cana,Fertilizantes,1001832.0
5586,2021-05-10,2967,20568.0,Cana,Fertilizantes,2031360.0
5587,2021-05-10,3006,493.92,Grãos - MAPITOBA,Defensivo,101400.59
5588,2021-05-10,3028,7062.0,Algodão,Sementes,149699.22
5589,2021-05-10,3106,540.0,Grãos - MAPITOBA,Sementes,57288.0
5590,2021-05-10,3198,489.6,Grãos - MAPITOBA,Sementes,8652.0
5591,2021-05-10,3208,686.56,Grãos - Sul,Defensivo,53580.06
5592,2021-05-10,3272,14592.0,Grãos - Cerrado,Defensivo,101986.28
5593,2021-05-10,3350,2583.6,Grãos - MAPITOBA,Fertilizantes,19570.0
5594,2021-05-10,3362,16568.4,Grãos - Cerrado,Fertilizantes,1022720.0
5595,2021-05-10,3397,571.68,Grãos - MAPITOBA,Fertilizantes,28880.0
5596,2021-05-10,3424,1310.4,Grãos - MAPITOBA,Defensivo,229448.95
5597,2021-05-10,3430,1317.6,Grãos - Sul,Sementes,198016.0
5598,2021-05-10,3470,12033.6,Grãos - Cerrado,Sementes,1007422.5
5599,2021-05-10,3662,1373.76,Grãos - Cerrado,Defensivo,255791.02
5600,2021-05-10,3740,182.88,Grãos - MAPITOBA,Fertilizantes,47150.0
5601,2021-05-10,3747,401.76,Grãos - MAPITOBA,Defensivo,65869.16
5602,2021-05-10,3794,210.24,Grãos - MAPITOBA,Sementes,38171.0
5603,2021-05-10,3833,12664.8,Grãos - Cerrado,Sementes,410424.0
5604,2021-05-10,3872,51.6,Café,Defensivo,5017.41
5605,2021-05-10,3913,5344.8,Cana,Defensivo,6769.89
5606,2021-05-10,3943,347.04,Grãos - MAPITOBA,Fertilizantes,21900.0
5607,2021-05-10,4002,18417.6,Grãos - Cerrado,Defensivo,5433385.33
5608,2021-05-10,4021,15631.2,Grãos - Cerrado,Sementes,886483.5
5609,2021-05-10,4168,18.0,Café,Fertilizantes,10640.0
5610,2021-05-10,4274,1003.68,Grãos - MAPITOBA,Defensivo,176634.09
5611,2021-05-10,4306,430.56,Grãos - MAPITOBA,Fertilizantes,24480.0
5612,2021-05-10,4366,347.04,Grãos - MAPITOBA,Defensivo,32404.64
5613,2021-05-10,4530,214.56,Grãos - MAPITOBA,Sementes,18427.5
5614,2021-05-10,4534,487.2,Grãos - MAPITOBA,Defensivo,108705.77
5615,2021-05-10,4562,198.72,Grãos - MAPITOBA,Fertilizantes,10000.0
5616,2021-05-10,4587,495.36,Grãos - MAPITOBA,Fertilizantes,153370.0
5617,2021-05-10,4676,1215.36,Grãos - Sul,Fertilizantes,248508.0
5618,2021-05-10,4867,231.84,Grãos - MAPITOBA,Fertilizantes,10220.0
5619,2021-05-10,4905,208.8,Café,Defensivo,9122.51
5620,2021-05-10,4943,8796.0,Grãos - MAPITOBA,Sementes,1258988.5
5621,2021-05-11,17,384.48,Grãos - MAPITOBA,Defensivo,53865.53
5622,2021-05-11,105,319.68,Café,Defensivo,31385.14
5623,2021-05-11,116,561.6,Grãos - MAPITOBA,Fertilizantes,205920.0
5624,2021-05-11,172,9565.2,Grãos - Cerrado,Fertilizantes,2361920.0
5625,2021-05-11,197,18655.2,Grãos - Cerrado,Defensivo,3089544.61
5626,2021-05-11,244,198.72,Grãos - MAPITOBA,Fertilizantes,23750.0
5627,2021-05-11,318,253.44,Grãos - MAPITOBA,Sementes,24640.0
5628,2021-05-11,343,316.8,Grãos - MAPITOBA,Sementes,1400.0
5629,2021-05-11,361,1393.92,Grãos - MAPITOBA,Fertilizantes,264000.0
5630,2021-05-11,382,518.4,Grãos - MAPITOBA,Sementes,11004.0
5631,2021-05-11,386,948.96,Grãos - MAPITOBA,Sementes,144658.5
5632,2021-05-11,399,10.8,HF,Sementes,3606.12
5633,2021-05-11,537,20461.2,Cana,Defensivo,215297.96
5634,2021-05-11,602,473.76,Grãos - MAPITOBA,Fertilizantes,50830.0
5635,2021-05-11,681,1236.96,Grãos - Cerrado,Sementes,24601.5
5636,2021-05-11,764,1974.24,Café,Defensivo,243242.35
5637,2021-05-11,784,5884.8,Cana,Defensivo,5390.05
5638,2021-05-11,908,459.36,Grãos - MAPITOBA,Sementes,8359.94
5639,2021-05-11,914,13638.0,Grãos - Cerrado,Sementes,662949.0
5640,2021-05-11,990,24841.2,Cana,Defensivo,719519.4
5641,2021-05-11,1118,5407.2,Grãos - MAPITOBA,Defensivo,1670604.26
5642,2021-05-11,1125,679.54,Grãos - MAPITOBA,Fertilizantes,227480.0
5643,2021-05-11,1151,17827.2,Cana,Fertilizantes,1430624.0
5644,2021-05-11,1355,18997.2,Grãos - MAPITOBA,Defensivo,4789703.31
5645,2021-05-11,1452,457.92,Grãos - MAPITOBA,Fertilizantes,130050.0
5646,2021-05-11,1532,1759.68,Grãos - MAPITOBA,Defensivo,361054.15
5647,2021-05-11,1678,404.64,Grãos - MAPITOBA,Fertilizantes,10200.0
5648,2021-05-11,1698,6734.4,Cana,Defensivo,71584.59
5649,2021-05-11,1767,8.4,HF,Defensivo,2187.16
5650,2021-05-11,2104,697.79,Grãos - Sul,Fertilizantes,201285.0
5651,2021-05-11,2231,159.84,Grãos - MAPITOBA,Defensivo,35374.98
5652,2021-05-11,2264,243.36,Grãos - MAPITOBA,Fertilizantes,50820.0
5653,2021-05-11,2303,14.4,HF,Fertilizantes,848.79
5654,2021-05-11,2367,44.4,Café,Defensivo,5210.57
5655,2021-05-11,2376,27.6,Café,Fertilizantes,23620.8
5656,2021-05-11,2392,109.2,Café,Defensivo,7720.85
5657,2021-05-11,2483,443.52,Grãos - MAPITOBA,Fertilizantes,61600.0
5658,2021-05-11,2566,2980.8,Grãos - MAPITOBA,Fertilizantes,1242000.0
5659,2021-05-11,2683,16665.6,Grãos - Cerrado,Fertilizantes,4500650.0
5660,2021-05-11,2725,295.2,Café,Defensivo,1559.75
5661,2021-05-11,2774,424.8,Grãos - MAPITOBA,Sementes,55342.0
5662,2021-05-11,2835,10552.8,Grãos - MAPITOBA,Sementes,513009.0
5663,2021-05-11,2855,8725.2,Cana,Fertilizantes,350064.0
5664,2021-05-11,2970,13.2,HF,Defensivo,372.51
5665,2021-05-11,3041,552.0,Grãos - MAPITOBA,Sementes,69230.0
5666,2021-05-11,3160,21512.4,Cana,Defensivo,110787.94
5667,2021-05-11,3170,537.12,Grãos - MAPITOBA,Defensivo,45714.09
5668,2021-05-11,3172,519.6,Grãos - MAPITOBA,Fertilizantes,59100.0
5669,2021-05-11,3405,555.6,Grãos - MAPITOBA,Defensivo,7731.02
5670,2021-05-11,3406,25537.2,Cana,Fertilizantes,157640.0
5671,2021-05-11,3429,18588.0,Cana,Defensivo,149915.43
5672,2021-05-11,3715,512.4,Grãos - MAPITOBA,Fertilizantes,159080.0
5673,2021-05-11,3827,257.76,Grãos - Cerrado,Sementes,44499.0
5674,2021-05-11,3834,2972.4,Grãos - MAPITOBA,Fertilizantes,891720.0
5675,2021-05-11,3839,12.0,HF,Defensivo,2451.68
5676,2021-05-11,3863,86.4,Café,Defensivo,7955.03
5677,2021-05-11,3906,352.8,Grãos - MAPITOBA,Defensivo,64515.27
5678,2021-05-11,3932,15698.4,Grãos - Cerrado,Defensivo,4234891.92
5679,2021-05-11,3977,257.76,Grãos - MAPITOBA,Defensivo,41147.39
5680,2021-05-11,3981,23155.2,Cana,Defensivo,27085.23
5681,2021-05-11,4014,828.0,Grãos - MAPITOBA,Fertilizantes,193510.0
5682,2021-05-11,4092,207.36,Grãos - MAPITOBA,Sementes,24759.0
5683,2021-05-11,4200,538.56,Grãos - MAPITOBA,Defensivo,55233.84
5684,2021-05-11,4210,490.8,Grãos - MAPITOBA,Fertilizantes,156240.0
5685,2021-05-11,4241,2315.52,Grãos - MAPITOBA,Sementes,138159.0
5686,2021-05-11,4255,7592.4,Algodão,Defensivo,5242196.27
5687,2021-05-11,4272,3978.0,Cana,Defensivo,36079.52
5688,2021-05-11,4336,7526.4,Algodão,Defensivo,7135429.21
5689,2021-05-11,4417,177.12,Grãos - MAPITOBA,Fertilizantes,23520.0
5690,2021-05-11,4439,576.0,Grãos - Sul,Fertilizantes,62784.0
5691,2021-05-11,4447,11166.0,Grãos - Cerrado,Fertilizantes,430800.0
5692,2021-05-11,4521,8.4,HF,Fertilizantes,6944.62
5693,2021-05-11,4646,689.36,Grãos - MAPITOBA,Fertilizantes,17840.0
5694,2021-05-11,4670,2692.8,Grãos - MAPITOBA,Fertilizantes,1009800.0
5695,2021-05-11,4812,568.8,Grãos - MAPITOBA,Fertilizantes,90060.0
5696,2021-05-11,4891,2448.0,Grãos - MAPITOBA,Fertilizantes,710700.0
5697,2021-05-11,4927,2523.6,Grãos - MAPITOBA,Fertilizantes,630960.0
5698,2021-05-11,4948,22166.4,Cana,Defensivo,523997.98
5699,2021-05-11,4971,558.0,Grãos - MAPITOBA,Fertilizantes,158100.0
5700,2021-05-12,20,2550.24,Grãos - MAPITOBA,Defensivo,349405.65
5701,2021-05-12,47,483.6,Grãos - MAPITOBA,Defensivo,78934.55
5702,2021-05-12,52,25.2,Café,Fertilizantes,17328.0
5703,2021-05-12,151,11378.4,Grãos - Cerrado,Defensivo,1199858.99
5704,2021-05-12,253,534.24,Grãos - MAPITOBA,Fertilizantes,155020.0
5705,2021-05-12,528,2520.0,Grãos - MAPITOBA,Fertilizantes,668220.0
5706,2021-05-12,537,20461.2,Cana,Defensivo,150708.61
5707,2021-05-12,548,18490.8,Grãos - MAPITOBA,Fertilizantes,5992560.0
5708,2021-05-12,602,473.76,Grãos - MAPITOBA,Fertilizantes,23920.0
5709,2021-05-12,606,1959.84,Café,Defensivo,47168.52
5710,2021-05-12,618,2011.68,Grãos - Cerrado,Defensivo,393534.44
5711,2021-05-12,767,9778.8,Cana,Defensivo,31290.0
5712,2021-05-12,789,86.4,Café,Defensivo,9513.58
5713,2021-05-12,894,2518.56,Grãos - Cerrado,Sementes,105735.0
5714,2021-05-12,1012,2109.6,Grãos - MAPITOBA,Defensivo,451742.25
5715,2021-05-12,1061,524.4,Grãos - MAPITOBA,Sementes,81980.5
5716,2021-05-12,1111,530.4,Grãos - MAPITOBA,Defensivo,126955.01
5717,2021-05-12,1237,1743.84,Café,Fertilizantes,937171.2
5718,2021-05-12,1342,554.4,Grãos - MAPITOBA,Defensivo,154062.71
5719,2021-05-12,1394,685.15,Grãos - MAPITOBA,Defensivo,124682.17
5720,2021-05-12,1413,446.4,Grãos - MAPITOBA,Defensivo,61006.0
5721,2021-05-12,1664,8.4,Café,Defensivo,115.28
5722,2021-05-12,1667,12337.2,Cana,Defensivo,29261.02
5723,2021-05-12,1699,231.84,Grãos - MAPITOBA,Fertilizantes,10220.0
5724,2021-05-12,1716,187.2,Grãos - MAPITOBA,Defensivo,16389.11
5725,2021-05-12,1749,472.32,Grãos - MAPITOBA,Defensivo,17952.04
5726,2021-05-12,1771,210.24,Grãos - MAPITOBA,Defensivo,33390.96
5727,2021-05-12,1823,5437.2,Cana,Defensivo,26596.94
5728,2021-05-12,1867,256.32,Grãos - MAPITOBA,Defensivo,53234.27
5729,2021-05-12,1882,351.36,Grãos - MAPITOBA,Defensivo,41124.64
5730,2021-05-12,1932,2242.08,Grãos - MAPITOBA,Defensivo,386644.53
5731,2021-05-12,2089,16.8,HF,Defensivo,5731.31
5732,2021-05-12,2133,413.28,Grãos - MAPITOBA,Fertilizantes,62640.0
5733,2021-05-12,2197,303.84,Grãos - MAPITOBA,Fertilizantes,71040.0
5734,2021-05-12,2251,17550.0,Café,Defensivo,1037811.55
5735,2021-05-12,2447,5598.0,Cana,Defensivo,74990.34
5736,2021-05-12,2487,2444.4,Grãos - MAPITOBA,Fertilizantes,722280.0
5737,2021-05-12,2611,544.8,Grãos - Sul,Fertilizantes,118494.0
5738,2021-05-12,2646,23995.2,Cana,Defensivo,114228.92
5739,2021-05-12,2691,9.6,HF,Defensivo,2186.32
5740,2021-05-12,2727,272.16,Grãos - MAPITOBA,Defensivo,43253.96
5741,2021-05-12,2809,22528.8,Cana,Defensivo,351567.85
5742,2021-05-12,2818,325.44,Grãos - MAPITOBA,Defensivo,86203.35
5743,2021-05-12,2922,24457.2,Cana,Fertilizantes,3019360.0
5744,2021-05-12,2935,678.13,Grãos - MAPITOBA,Defensivo,85309.52
5745,2021-05-12,2997,264.96,Grãos - MAPITOBA,Defensivo,65696.63
5746,2021-05-12,3150,321.12,Grãos - MAPITOBA,Defensivo,7609.36
5747,2021-05-12,3197,692.17,Grãos - MAPITOBA,Fertilizantes,207060.0
5748,2021-05-12,3276,357.12,Grãos - MAPITOBA,Sementes,59062.5
5749,2021-05-12,3313,2111.04,Grãos - MAPITOBA,Defensivo,31633.21
5750,2021-05-12,3354,27.6,Café,Fertilizantes,3830.4
5751,2021-05-12,3360,20152.8,Cana,Defensivo,1472401.04
5752,2021-05-12,3397,571.68,Grãos - MAPITOBA,Defensivo,69515.81
5753,2021-05-12,3447,25281.6,Cana,Fertilizantes,1872672.0
5754,2021-05-12,3602,531.6,Grãos - MAPITOBA,Fertilizantes,181350.0
5755,2021-05-12,3733,541.2,Grãos - MAPITOBA,Fertilizantes,193930.0
5756,2021-05-12,3740,182.88,Grãos - MAPITOBA,Defensivo,34350.67
5757,2021-05-12,3901,223.2,Grãos - MAPITOBA,Defensivo,38115.87
5758,2021-05-12,3943,347.04,Grãos - MAPITOBA,Fertilizantes,67890.0
5759,2021-05-12,4078,1823.04,Grãos - MAPITOBA,Fertilizantes,253220.0
5760,2021-05-12,4172,12.0,HF,Defensivo,2217.14
5761,2021-05-12,4185,269.28,Grãos - MAPITOBA,Defensivo,46437.12
5762,2021-05-12,4294,2570.4,Grãos - MAPITOBA,Fertilizantes,545160.0
5763,2021-05-12,4300,8.4,HF,Defensivo,3895.93
5764,2021-05-12,4334,385.92,Café,Defensivo,27968.21
5765,2021-05-12,4449,501.6,Grãos - MAPITOBA,Defensivo,96184.49
5766,2021-05-12,4518,502.56,Grãos - MAPITOBA,Defensivo,138621.41
5767,2021-05-12,4729,270.72,Grãos - MAPITOBA,Fertilizantes,58140.0
5768,2021-05-12,4778,316.8,Grãos - MAPITOBA,Fertilizantes,56000.0
5769,2021-05-12,4864,44.4,Café,Defensivo,1368.05
5770,2021-05-12,4867,231.84,Grãos - MAPITOBA,Defensivo,24406.2
5771,2021-05-12,4873,1859.04,Grãos - MAPITOBA,Fertilizantes,481340.0
5772,2021-05-12,4945,226.08,Café,Defensivo,2845.23
5773,2021-05-12,4956,240.48,Grãos - MAPITOBA,Defensivo,44766.87
5774,2021-05-13,36,2649.6,Grãos - MAPITOBA,Fertilizantes,1081920.0
5775,2021-05-13,102,7869.6,Algodão,Fertilizantes,4608648.0
5776,2021-05-13,115,43.2,Café,Defensivo,1648.24
5777,2021-05-13,186,693.58,Grãos - Sul,Defensivo,200542.31
5778,2021-05-13,187,562.8,Grãos - MAPITOBA,Defensivo,155875.81
5779,2021-05-13,226,462.24,Grãos - MAPITOBA,Fertilizantes,113880.0
5780,2021-05-13,233,554.4,Grãos - MAPITOBA,Fertilizantes,84000.0
5781,2021-05-13,287,12100.8,Grãos - Cerrado,Defensivo,3027295.27
5782,2021-05-13,374,9184.8,Cana,Defensivo,1029179.3
5783,2021-05-13,458,2856.0,Grãos - MAPITOBA,Sementes,633000.0
5784,2021-05-13,489,682.34,Grãos - MAPITOBA,Sementes,10829.0
5785,2021-05-13,529,18.0,HF,Defensivo,10525.39
5786,2021-05-13,576,1342.08,Grãos - MAPITOBA,Defensivo,171014.15
5787,2021-05-13,585,486.0,Grãos - MAPITOBA,Fertilizantes,69920.0
5788,2021-05-13,608,28.8,Café,Defensivo,2142.2
5789,2021-05-13,669,516.0,Grãos - MAPITOBA,Defensivo,51348.41
5790,2021-05-13,697,388.8,Grãos - MAPITOBA,Defensivo,59303.84
5791,2021-05-13,837,8.4,HF,Defensivo,1628.8
5792,2021-05-13,879,169.92,Grãos - Sul,Sementes,18350.5
5793,2021-05-13,901,10224.0,Algodão,Fertilizantes,5806304.0
5794,2021-05-13,908,459.36,Grãos - MAPITOBA,Fertilizantes,145000.0
5795,2021-05-13,973,553.2,Grãos - MAPITOBA,Sementes,4935.0
5796,2021-05-13,1042,335.52,Grãos - MAPITOBA,Sementes,73458.0
5797,2021-05-13,1166,336.96,Grãos - MAPITOBA,Defensivo,100234.19
5798,2021-05-13,1172,111.6,Café,Defensivo,10765.69
5799,2021-05-13,1365,14635.2,Grãos - MAPITOBA,Sementes,3201565.5
5800,2021-05-13,1455,2752.8,Grãos - MAPITOBA,Sementes,794871.0
5801,2021-05-13,1553,574.56,Grãos - MAPITOBA,Defensivo,83654.4
5802,2021-05-13,1564,318.24,Grãos - MAPITOBA,Sementes,3517.5
5803,2021-05-13,1635,560.4,Grãos - MAPITOBA,Sementes,24517.5
5804,2021-05-13,1643,300.96,Grãos - MAPITOBA,Fertilizantes,81700.0
5805,2021-05-13,1678,404.64,Grãos - MAPITOBA,Defensivo,77128.04
5806,2021-05-13,1708,8.4,HF,Defensivo,2093.71
5807,2021-05-13,1754,692.17,Grãos - MAPITOBA,Fertilizantes,53760.0
5808,2021-05-13,1899,685.15,Grãos - MAPITOBA,Defensivo,193447.77
5809,2021-05-13,2018,267.84,Café,Fertilizantes,46238.4
5810,2021-05-13,2019,687.96,Grãos - MAPITOBA,Sementes,10902.5
5811,2021-05-13,2044,24451.2,Cana,Defensivo,3360885.64
5812,2021-05-13,2053,13.2,HF,Defensivo,3471.9
5813,2021-05-13,2097,554.4,Grãos - MAPITOBA,Fertilizantes,17500.0
5814,2021-05-13,2190,14451.6,Grãos - Cerrado,Fertilizantes,2118690.0
5815,2021-05-13,2275,5763.6,Cana,Defensivo,63859.3
5816,2021-05-13,2301,16825.2,Cana,Fertilizantes,1350128.0
5817,2021-05-13,2307,1298.88,Grãos - Cerrado,Fertilizantes,369000.0
5818,2021-05-13,2452,473.76,Grãos - MAPITOBA,Fertilizantes,44850.0
5819,2021-05-13,2460,557.28,Grãos - MAPITOBA,Defensivo,1990.29
5820,2021-05-13,2727,272.16,Grãos - MAPITOBA,Sementes,25284.0
5821,2021-05-13,2796,354.24,Grãos - MAPITOBA,Defensivo,29107.8
5822,2021-05-13,3143,967.68,Grãos - MAPITOBA,Fertilizantes,91650.0
5823,2021-05-13,3153,567.6,Grãos - MAPITOBA,Defensivo,110615.16
5824,2021-05-13,3199,9942.0,Algodão,Sementes,233114.53
5825,2021-05-13,3424,1310.4,Grãos - MAPITOBA,Fertilizantes,24810.0
5826,2021-05-13,3445,796.32,Grãos - Sul,Sementes,132037.5
5827,2021-05-13,3482,2842.8,Grãos - Cerrado,Sementes,180936.0
